Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;7;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464405;APRESENTAÇÃO: NATURAL, TIPO: MAMÃO FORMOSA;KG;450,0000;6,0000;2700,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;8;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464436;APRESENTAÇÃO: NATURAL, TIPO: TANGERINA PONCAN;KG;450,0000;16,0000;7200,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;9;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19772;LEGUME IN NATURA;463797;TIPO: MILHO VERDE;KG;240,0000;6,0000;1440,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;10;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;14918;MINGAU INSTANTÂNEO;235769;APRESENTAÇÃO: FLOCOS FINOS, COMPONENTES: FARINHA MILHO, AÇÚCAR, AMIDO, SAL, MINERAIS, VITA;KG;240,0000;18,0000;4320,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;11;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8910;OVOS E LATICÍNIOS;19586;OVO;446619;CLASSE: A, GRUPO: BRANCO, ORIGEM: GALINHA, TIPO: MÉDIO;BJ;96,0000;24,0000;2304,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;12;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;3679;BOLO ALIMENTÍCIO;605159;PESO: 1, SABOR: MANDIOCA, TIPO: SEM RECHEIO;KG;480,0000;17,3700;8337,6000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;13;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;3679;BOLO ALIMENTÍCIO;605158;PESO: 1, SABOR: MILHO, TIPO: SEM RECHEIO;KG;480,0000;19,1000;9168,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;14;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;19776;CEREAL MATINAL/LANCHES;463971;CARACTERÍSTICA ADICIONAL: SEM AÇÚCAR, INGREDIENTES ADICIONAIS: FORTIFICADO COM VITAMINAS E MINERAIS, INGREDIENTES PRINCIPAIS: MILHO, TIPO: FLOCOS PRÉ-COZIDOS;KG;160,0000;15,0000;2400,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;15;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;19696;AMIDO;459085;BASE: DE MANDIOCA, GRUPO: TAPIOCA, SUBGRUPO: GOMA;KG;160,0000;3,0000;480,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;16;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8910;OVOS E LATICÍNIOS;11534;QUEIJO;447072;APRESENTAÇÃO: PEÇA, ORIGEM: DE VACA, TIPO: FRESCO, VARIEDADE: COALHO;KG;120,0000;35,0000;4200,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;17;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8905;CARNES, AVES E PEIXES;4548;CARNE BOVINA IN NATURA;451059;APRESENTAÇÃO: MOIDA, ESTADO DE CONSERVAÇÃO: CONGELADO(A), TIPO CORTE: ACÉM;KG;320,0000;40,0000;12800,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;18;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8910;OVOS E LATICÍNIOS;8753;LEITE FLUIDO;446003;ORIGEM: DE VACA, PROCESSAMENTO: PASTEURIZADO, TEOR GORDURA: INTEGRAL, TIPO: B;SC;240,0000;5,0000;1200,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;19;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;328480;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, SABOR: CAJÁ, TIPO: NATURAL;L;240,0000;3,8000;912,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;20;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;462379;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: SEM CORANTE E ACIDULANTE, COM AÇUCAR, SABOR: CAJÚ, TIPO: NATURAL;L;240,0000;3,6000;864,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;21;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;289874;APRESENTAÇÃO: POLPA CONGELADA, SABOR: CUPUAÇU, TIPO: NATURAL;L;240,0000;5,0000;1200,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;22;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;252016;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, SABOR: GOIABA, TIPO: NATURAL;L;240,0000;4,0000;960,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;23;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;252285;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, SABOR: MARACUJÁ, TIPO: NATURAL;L;240,0000;5,0000;1200,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BURITICUPU;158283;24;Material;158283-9/2025;PNAE 2025;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;279610;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, SABOR: ACEROLA, TIPO: NATURAL;L;240,0000;3,8000;912,0000;0,0000;10/11/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;92;Material;158285-28/2025;PNAE;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;;;;;-;0,0000;0,0000;66358,0000;0,0000;31/12/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;56;Material;158285-8/2025;Computadores;Catálogo do Compras.gov.br;Material;6720;CÂMARAS FOTOGRÁFICAS;;;;;-;0,0000;0,0000;3149,0000;0,0000;28/08/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;29;Material;158285-19/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7070;PEÇAS E ACESSÓRIOS PARA IMPRESSORAS;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;30;Material;158285-19/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7230;TAPEÇARIAS, CORTINAS E PERSIANAS;;;;;-;0,0000;0,0000;99600,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;23;Material;158285-22/2025;Equipamentos e Insumos para Laboratório;Catálogo do Compras.gov.br;Material;7320;EQUIPAMENTOS E APARELHOS DE COZINHA;;;;;-;0,0000;0,0000;10000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;45;Serviço;158285-15/2025;Coffee break;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;64;Serviço;158285-2/2025;Serviços Gráficos;Catálogo do Compras.gov.br;Material;3610;EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO;;;;;-;0,0000;0,0000;15000,0000;0,0000;02/05/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;32;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;22950,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;33;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;44940,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;34;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;5100,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;35;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;8472,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;36;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;16000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;37;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;40000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;38;Material;158285-17/2025;Mobiliário;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;49;Serviço;158285-11/2025;Contratação de Serviços Continuados;Catálogo do Compras.gov.br;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;15008;PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;-;1,0000;56400,0000;56400,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;50;Serviço;158285-11/2025;Contratação de Serviços Continuados;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;24023;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;-;138000,0000;2,0000;276000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;51;Serviço;158285-11/2025;Contratação de Serviços Continuados;Catálogo do Compras.gov.br;Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;-;12,0000;18500,0000;222000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;52;Serviço;158285-11/2025;Contratação de Serviços Continuados;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;24015;SERVIÇO DE VIGILÂNCIA ARMADA;-;12,0000;42000,0000;504000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;48;Serviço;158285-12/2025;Serviço de Videomonitoramento;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;21660;MONITORAMENTO DE IMAGENS DE CAMERAS E CIRCUITO FECHADO TV;-;30,0000;1000,0000;30000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;53;Material;158285-10/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;6840;PESTICIDAS E DESINFETANTES;;;;;-;0,0000;0,0000;500,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;58;Material;158285-6/2025;Equipamento de Laboratório;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;;;;;-;0,0000;0,0000;30000,0000;0,0000;31/07/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;59;Material;158285-6/2025;Equipamento de Laboratório;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;;;;;-;0,0000;0,0000;200000,0000;0,0000;31/07/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;62;Material;158285-4/2025;Mola Aérea para Portas;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;9854;MOLA PORTA;;;-;0,0000;0,0000;10080,0000;0,0000;27/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;21;Material;158285-22/2025;Equipamentos e Insumos para Laboratório;Catálogo do Compras.gov.br;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;;;;;-;0,0000;0,0000;18000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;22;Material;158285-22/2025;Equipamentos e Insumos para Laboratório;Catálogo do Compras.gov.br;Material;7340;CUTELARIA E TALHERES;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;31;Material;158285-18/2025;Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;899900,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;39;Material;158285-16/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8905;CARNES, AVES E PEIXES;;;;;-;0,0000;0,0000;10000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;40;Material;158285-16/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;41;Material;158285-16/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8945;ÓLEOS E GORDURAS COMESTÍVEIS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;42;Material;158285-16/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;43;Material;158285-16/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8910;OVOS E LATICÍNIOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;44;Material;158285-16/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8930;GELEIAS, CONSERVAS E GELATINAS;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;27;Material;158285-21/2025;Tendas;Catálogo do Compras.gov.br;Material;8340;BARRACAS E ENCERADOS;;;;;-;0,0000;0,0000;6600,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;60;Material;158285-5/2025;Equipamentos para Laboratório;Catálogo do Compras.gov.br;Material;6630;INSTRUMENTOS PARA ANÁLISES QUÍMICAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;31/07/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;61;Material;158285-5/2025;Equipamentos para Laboratório;Catálogo do Compras.gov.br;Material;6630;INSTRUMENTOS PARA ANÁLISES QUÍMICAS;;;;;-;0,0000;0,0000;30000,0000;0,0000;31/07/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;24;Material;158285-22/2025;Equipamentos e Insumos para Laboratório;Catálogo do Compras.gov.br;Material;8135;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;25;Material;158285-22/2025;Equipamentos e Insumos para Laboratório;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;-;0,0000;0,0000;2000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;26;Material;158285-22/2025;Equipamentos e Insumos para Laboratório;Catálogo do Compras.gov.br;Material;7350;LOUÇA E ARTIGOS DE MESA;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;28;Material;158285-20/2025;Equipamentos para Laboratório;Catálogo do Compras.gov.br;Material;9390;PRODUTOS DIVERSOS NÃO METÁLICOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;47;Serviço;158285-13/2025;Sistema de Automação do Campus;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;;;-;0,0000;0,0000;80000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;46;Material;158285-14/2025;Contratação de Serviços Profissionais de Jardinagem e Paisagismo;Catálogo do Compras.gov.br;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;;;-;0,0000;0,0000;60000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;54;Material;158285-9/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;55;Material;158285-9/2025;Insumos para Laboratório;Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;65;Obras e Serviços de Engenharia;158285-1/2025;Contratação de Serviços de Jardinagem e Paisagismo;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;60000,0000;0,0000;03/11/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;57;Material;158285-7/2025;Equipamento de Laboratório;Catálogo do Compras.gov.br;Material;6685;INSTRUMENTOS PARA MEDIÇÃO E CONTROLE DE PRESSÃO,TEMPERATURA E UMIDADE;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;63;Material;158285-3/2025;Materiais e Insumos para uso em aulas práticas dos cursos Técnicos em Alimentos e Agro;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;;;;;-;0,0000;0,0000;1000,0000;0,0000;27/05/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;66;Serviço;158285-23/2025;Contratação de serviços especializados para reparo de carteiras escolares;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;14662;ASSENTO CADEIRA ESCOLAR;615858;COMPRIMENTO: 425, COR: NATURAL, ESPESSURA: 12, LARGURA: 405, MATERIAL: COMPENSADO MULTILAMINADO MOLDADO ANATOMICAMENTE;UN;336,0000;52,0000;17472,0000;0,0000;02/01/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;67;Serviço;158285-23/2025;Contratação de serviços especializados para reparo de carteiras escolares;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;14769;TAMPO CARTEIRA ESCOLAR;;;-;0,0000;0,0000;12420,0000;0,0000;02/01/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;88;Serviço;158285-25/2025;Alimentação para o Encontro Pedagógico;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;4462,5000;0,0000;19/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;89;Serviço;158285-25/2025;Alimentação para o Encontro Pedagógico;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;4200,0000;0,0000;19/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;68;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;6670;ESCALAS E BALANÇAS;491;BALANÇA COMERCIAL;384273;CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: BIVOLT, DIVISÕES PAINEL: 100 A 300, TIPO PAINEL: DIGITAL LUMINOSO;UN;1,0000;1434,2800;1434,2800;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;69;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;3920;EQUIPAMENTOS NÃO AUTOPROPULSIONADO PARA MOVIMENTAÇÃO  DE  MATERIAIS;4621;CARRO CARGA;381145;ALTURA: 215, CAPACIDADE CARGA: 300, CARACTERÍSTICAS ADICIONAIS: VARÃO EMPURRAR 935 MM EM TUBO DE AÇO CROMADO, COMPRIMENTO: 900, LARGURA: 600, MATERIAL: CHAPA AÇO GALVANIZADO, TIPO: ARTICULADO, TIPO RODÍZIO: 2 FIXOS E 2 GIRATÓRIOS;UN;1,0000;3834,8300;3834,8300;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;70;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;15325;MESA COZINHA;473224;ALTURA: 90, CARACTERÍSTICAS ADICIONAIS: COM PRATELEIRA INFERIOR, COMPRIMENTO: 220, LARGURA: 70, MATERIAL: AÇO INOXIDÁVEL;UN;2,0000;1933,9200;3867,8400;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;71;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;15325;MESA COZINHA;621397;ACABAMENTO SUPERFICIAL: ESCOVADO, ALTURA: 90, CARACTERÍSTICAS ADICIONAIS: 02 PANELEIROS, PARA CARGA 80 KG DISTRIBUIDOS, COMPRIMENTO: 190, FORMATO: RETANGULAR, LARGURA: 70, MATERIAL: AÇO INOXIDÁVEL, MATERIAL PÉS: TUBO AÇO, CHAPA 18;UN;5,0000;400,8800;2004,4000;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;72;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;7220;REVESTIMENTOS PARA PISOS;14647;ESTRADO MODULAR;451531;ALTURA: 5, CAPACIDADE CARGA: 20, CARACTERÍSTICAS ADICIONAIS: COM ENCAIXE, COMPRIMENTO: 50, LARGURA: 50, MATERIAL: POLIETILENO ALTA DENSIDADE;UN;6,0000;42,2300;253,3800;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;73;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;5440;EQUIPAMENTOS PARA MONTAGEM DE ANDAIME E FORMAS DE CONCRETO;6885;ESCADA;603334;ALTURA: 1.50, CAPACIDADE: 250, CARACTERÍSTICAS ADICIONAIS: ANTIDERRAPANTE, CORRIMÃO, PATAMAR COM GUARDA CORPO, MATERIAL: ALUMÍNIO, QUANTIDADE DEGRAUS: 5, TIPO: PLATAFORMA, COM 2 RODAS DE 3" NA TRASEIRA;UN;2,0000;283,6900;567,3800;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;74;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;783;FREEZER;436881;CAPACIDADE: 532, COR: BRANCA, QUANTIDADE TAMPAS: 2, TEMPERATURA OPERAÇÃO: (-16 À -20°) E (+1 À +7°), TENSÃO ALIMENTAÇÃO: 110/220, TIPO: HORIZONTAL;UN;2,0000;4547,0500;9094,1000;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;75;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;270;REFRIGERADOR ALIMENTOS;482609;APLICAÇÃO: HORTALIÇAS, FRUTAS, LATICÍNIOS, BEBIDAS, CAPACIDADE: 1.900, CARACTERÍSTICAS ADICIONAIS: REVESTIMENTO EXTERNO EM AÇO INOX 430, QUANTIDADE PORTAS: 2, TEMPERATURA: 0 A 8, TENSÃO ALIMENTAÇÃO: BIVOLT;UN;1,0000;10014,1500;10014,1500;0,0000;31/03/2025
INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS;158285;76;Material;158285-24/2025;EQUIPAMENTOS PARA O REFEITÓRIO;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;13629;REFRIGERADOR DOMÉSTICO;439239;CAPACIDADE: 120, CARACTERÍSTICAS ADICIONAIS: COM CONGELADOR, COR: BRANCA, VOLTAGEM: 220;UN;1,0000;1697,7700;1697,7700;0,0000;31/03/2025
